unique_id,type,group1_id,group2_id,date,description,group1_name,group2_name
1771,all,65,613,2015-00-00,"Mokhtar Belmokhtar, a significant leader in Al Murabitoun, opened communication with AQIM.  In November of 2015, the groups coordinated an attack on the Raddison Blu Hotel in Bamako, Mali, which helped to cement their alliance.",Al Qaeda in the Islamic Maghreb,Al Murabitoun
1773,all,641,631,2013-01-00,"The SISMJ allied with the Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO) and later with the Those Who Sign in Blood Brigade after the coup in March 2012.   In May 2013, Tirmon released a video that stated the SISMJ would no longer ally with MUJAO or the Those Who Sign in Blood Brigade; the reasons for the break in alliances remain unclear.",The Sons of the Islamic Sahara Movement for Justice,Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO)
1775,all,611,641,2013-02-00,"The SISMJ allied with the Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO) and later with the Those Who Sign in Blood Brigade after the coup in March 2012.   In May 2013, Tirmon released a video that stated the SISMJ would no longer ally with MUJAO or the Those Who Sign in Blood Brigade; the reasons for the break in alliances remain unclear.",The Those Who Sign in Blood Brigade,The Sons of the Islamic Sahara Movement for Justice
1777,all,21,65,2003-05-00,AQIM allied with Al Qaeda starting in the early 2000s allegedly to improve methods of fundraising and recruitment and to coordinate attacks.,Al Qaeda,Al Qaeda in the Islamic Maghreb
1783,riv,663,667,2014-08-00,"Since its founding, GATIA fought against the Coordination of the Movements of Azawad (CMA), including the HCUA, because of its collective anti-government stance.",The High Council for the Unity of Azawad ,Groupe Autodéfense Touareg Imghad et Alliés (GATIA)
1781,riv,667,439,2014-12-00,"Since its founding, GATIA fought against the Coordination of the Movements of Azawad (CMA), including the MNLA, because of its collective anti-government stance.",Groupe Autodéfense Touareg Imghad et Alliés (GATIA),National Movement for the Liberation of Azawad
1785,riv,665,667,2014-10-00,"Since its founding, GATIA fought against the Coordination of the Movements of Azawad (CMA), including MAA, because of its collective anti-government stance.",Arab Movement of Azawad ,Groupe Autodéfense Touareg Imghad et Alliés (GATIA)
1929,riv,435,537,2016-06-00,The Badr Organization began targeting the Free Syrian Army in the Aleppo governorate.,Badr Organization of Reconstruction and Development,Free Syrian Army
1931,riv,537,81,2013-08-00,"Hezbollah and the Free Syrian Army (FSA) fought in Qusair, near Syria's border with Lebanon. An unnamed FSA Commander stated that he was prepared to send his fighters in to Lebanon to pursue Hezbollah. In August 2015, the FSA allegedly began coordinating with the Islamic State and Jabhat al-Nusra to target Hezbollah in Lebanon's Qalamoun mountains.",Free Syrian Army,Hezbollah
1933,all,537,1,2015-10-00,The Free Syrian Army began coordianting with the Islamic State and Jabhat al-Nusra to target Hezbollah in Lebanon's Qalamoun mountains.,Free Syrian Army,The Islamic State
1935,all,537,493,2015-12-00,The Free Syrian Army began coordianting with the Islamic State and Jabhat al-Nusra to target Hezbollah in Lebanon's Qalamoun mountains.,Free Syrian Army,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1937,all,537,493,2015-12-00,The Free Syrian Army began coordianting with the Islamic State and Jabhat al-Nusra to target Hezbollah in Lebanon's Qalamoun mountains.,Free Syrian Army,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1939,spl,493,669,2014-02-00,"In response to tension between Al-Nusra and the Islamic State (IS), Jund al-Aqsa left Al-Nusra in order to provide an alternate front to recruit reserve foreign fighters.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Jund al-Aqsa
1941,all,669,537,2014-12-00,Jund al-Aqsa coordinated with Jabhat al-Nusra and the Free Syrian Army to capture a Syrian army base at Wadi al-Deif in the Idlib governorate.,Jund al-Aqsa,Free Syrian Army
1943,all,493,669,2014-12-00,Jund al-Aqsa coordinated with Jabhat al-Nusra and the Free Syrian Army to capture a Syrian army base at Wadi al-Deif in the Idlib governorate.,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Jund al-Aqsa
1945,all,669,523,2015-03-00,Jund al-Aqsa coordinated with Ahrar al-Sham and the Jaysh al-Fatah umbrella organization to seize the city of Idlib from the Assad Regime. It was the first time that opposition groups controlled the city of Idlib since the outbreak of the civil war. The battle was part of a successful Jaysh al-Fatah campaign to push the Assad Regime out of the Idlib governorate by June 2015.,Jund al-Aqsa,Ahrar al-Sham
1947,all,669,1,2016-09-00,"Jund al-Aqsa coordinated with the Islamic State and the Free Syrian Army to capture Rasm al-Nafal, a village on the Khanasser-Aleppo road, from the Syrian army in order to cut off the Assad Regimes only supply line to the Aleppo governorate. The Syrian army coordinated with Hezbollah and other pro-Regime forces to successfully recapture Rasm al-Nafal and other opposition held areas during the seven-day Khanasser offensive.",Jund al-Aqsa,The Islamic State
1949,riv,669,81,2016-10-00,"Jund al-Aqsa coordinated with the Islamic State and the Free Syrian Army to capture Rasm al-Nafal, a village on the Khanasser-Aleppo road, from the Syrian army in order to cut off the Assad Regimes only supply line to the Aleppo governorate. The Syrian army coordinated with Hezbollah and other pro-Regime forces to successfully recapture Rasm al-Nafal and other opposition held areas during the seven-day Khanasser offensive.",Jund al-Aqsa,Hezbollah
1951,riv,673,1,2014-02-00,"Jaysh al-Mujahedeen formed on January 3, 2014 exclusively to target IS.",Jaysh al-Mujahedeen,The Islamic State
1953,spl,657,673,2014-05-00,"Harakat Nour al-Din al-Zenki joined Jaysh al-Mujahedeen in January 2014. However in May 2014, it split off from Jaysh al-Mujahedeen to pursue funding from Saudi Arabia because Saudi Arabia allegedly did not want to fund Jaysh al-Mujahedeen due to ties to the Muslim Brotherhood.",Harakat Nour al-Din al-Zenki,Jaysh al-Mujahedeen
1955,all,673,657,2015-04-00,"In April 2015, Jaysh al-Mujahedeen joined the Fatah Halab control group, which includes groups such as the Levantine Front and Harakat Nour al-Din al-Zenki, to fight the Islamic State and the Assad Regime.",Jaysh al-Mujahedeen,Harakat Nour al-Din al-Zenki
1957,all,673,647,2015-04-00,"In April 2015, Jaysh al-Mujahedeen joined the Fatah Halab control group, which includes groups such as the Levantine Front and Harakat Nour al-Din al-Zenki, to fight the Islamic State and the Assad Regime.",Jaysh al-Mujahedeen,The Levantine Front 
1959,all,673,493,2016-08-00,"In August 2016, members of the Fatah Halab control group coordinated with the Jaysh al-Fatah umbrella organization, which includes Jabhat Fatah al-Sham, to break through the Assad Regimes siege on the city of Aleppo.",Jaysh al-Mujahedeen,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1961,riv,671,1,2011-00-00,Firqat al-Sultan Murad targets the Islamic State.,Firqat al-Sultan Murad,The Islamic State
1963,riv,671,1,2011-00-00,Firqat al-Sultan Murad targets the Islamic State.,Firqat al-Sultan Murad,The Islamic State
1965,riv,669,523,2016-10-00,"In October 2016, Jund al-Aqsa kidnapped a member of Ahrar al-Sham in response to Ahrar al-Sham arresting a Jund al-Aqsa fighter who allegedly worked for the Islamic State. As a result of this incident, Ahrar al-Sham began to target Jund al-Aqsa.",Jund al-Aqsa,Ahrar al-Sham
1967,riv,669,523,2016-10-00,"In October 2016, Jund al-Aqsa kidnapped a member of Ahrar al-Sham in response to Ahrar al-Sham arresting a Jund al-Aqsa fighter who allegedly worked for the Islamic State. As a result of this incident, Ahrar al-Sham began to target Jund al-Aqsa.",Jund al-Aqsa,Ahrar al-Sham
1969,riv,669,523,2016-10-00,"In October 2016, Jund al-Aqsa kidnapped a member of Ahrar al-Sham in response to Ahrar al-Sham arresting a Jund al-Aqsa fighter who allegedly worked for the Islamic State. As a result of this incident, Ahrar al-Sham began to target Jund al-Aqsa.",Jund al-Aqsa,Ahrar al-Sham
1971,riv,523,669,2016-10-00,"In October 2016, Jund al-Aqsa kidnapped a member of Ahrar al-Sham after Ahrar al-Sham arrested a Jund al-Aqsa fighter who allegedly worked for the Islamic State. As a result of this incident, Ahrar al-Sham began to target Jund al-Aqsa.",Ahrar al-Sham,Jund al-Aqsa
1973,mer,669,493,2016-12-00,"Tensions flared in October 2016 when Jund al-Aqsa kidnapped a member of Ahrar al-Sham in response to Ahrar al-Sham's arrest of a Jund al-Aqsa fighter who allegedly worked for the Islamic State. As a result of this incident, Ahrar al-Sham began to target Jund al-Aqsa. On October 10, Jund al-Aqsa merged into Fatah al-Sham, and Fatah al-Sham leaders negotiated a ceasefire with Ahrar al-Sham.",Jund al-Aqsa,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1975,spl,533,523,2016-12-00,"After a series of skirmishes between Jabhat Fatah al-Sham and other militant groups in the Idlib governorate, Jaysh al-Islams Idlib fighters defected to Ahrar al-Sham.",Jaysh al-Islam,Ahrar al-Sham
1977,mer,673,523,1/24/17,"In January 2017, Jabhat Fatah al-Sham, formerly known as Jabhat al-Nusra, targeted Jaysh al-Mujahedeen in retaliation for sending representatives to peace talks with the Assad Regime in Kazakhstan. After losing its offices in the Idlib governorate, Jaysh al-Mujahedeen merged with Ahrar al-Sham.",Jaysh al-Mujahedeen,Ahrar al-Sham
1979,riv,493,673,11/1/16,"In January 2017, Jabhat Fatah al-Sham, formerly known as Jabhat al-Nusra, targeted Jaysh al-Mujahedeen in retaliation for sending representatives to peace talks with the Assad Regime in Kazakhstan. After losing its offices in the Idlib governorate, Jaysh al-Mujahedeen merged with Ahrar al-Sham.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Jaysh al-Mujahedeen
1981,mer,531,493,2017-02-00,"Following a series of skirmishes between Sunni opposition groups in the Idlib governorate, Ansar al-Sham joined Hay'at Tahrir al-Sham, formerly known as Jabhat Fatah al-Sham, on February 7, 2017.",Ansar al-Sham,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1983,mer,657,493,2017-02-00,"After a series of skirmishes between Jabhat Fatah al-Sham (Fatah al-Sham) and other Sunni opposition groups, Harakat Nour al-Din al-Zenki merged with Fatah al-Sham on January 28, 2017 to form Hayat Tahrir al-Sham.",Harakat Nour al-Din al-Zenki,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1985,spl,647,523,2017-04-00,"After a series of skirmishes between Jabhat Fatah al-Sham and other Sunni opposition groups, The Levantine Front's Aleppo-based fighters merged with Ahrar al-Sham.",The Levantine Front ,Ahrar al-Sham
1987,aff,675,21,1996-00-00,"Analysts have suspected closes ties between the LIFG and Al Qaeda (AQ), particularly after the LIFG sent fighters to at least two military training camps in Sudan in 1996 in which AQ was also present. It was rumored that the LIFG formally joined AQ as an ally in November 2007, after a LIFG and AQ merger was announced. However, senior leaders of the LIFG refused to acknowledge the merger.",Libyan Islamic Fighting Group,Al Qaeda
1989,riv,675,637,1995-00-00,"The LIFG unsuccessfully attempted to work with the Groupe Islamique Arme (GIA) in the early 1990s. The LIFG sent a group of fighters to work with the GIA, who were then killed by the GIA.This caused a hostile relationship between the two groups.",Libyan Islamic Fighting Group,Groupe Islamique Armé
1991,aff,675,129,2003-00-00,"The Libyan Islamic Fighting Group (LIFG) worked with the Moroccan Islamic Combatant Group (GICM) to plan the May 2003 Casablanca bombings, which killed 45 people.",Libyan Islamic Fighting Group,Moroccan Islamic Combatant Group
1993,riv,677,1,2014-05-00,Harakat Hazm began targeting the Islamic State.,Harakat Hazm,The Islamic State
1995,riv,677,1,2014-05-00,Harakat Hazm began targeting the Islamic State.,Harakat Hazm,The Islamic State
1997,riv,493,677,2014-10-00,Jabhat al-Nusra began a campaign to eliminate Harakat Hazm.,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Harakat Hazm
1999,mer,677,647,2015-03-00,"After Jabhat al-Nusra captured a Harakat Hazm stronghold in the Aleppo governorate, Harakat Hazm merged into the Levantine Front.",Harakat Hazm,The Levantine Front 
2001,spl,105,679,2014-08-00,"JA separated from the TTP due to ideological disagreements between its founding leader, Omar Khalid Khorasani, and the then leader of the TTP, Maulana Fazlullah.  Specifically, Khorasani did not agree with TTPs decision to pursue peace talks with the Pakistani government, and criticized the TTP for straying from its original goal of establishing a global Islamic caliphate.",Tehrik-i-Taliban Pakistan,Jamaat-ul-Ahrar
2003,mer,105,679,2015-03-00,"JA announced that it would realign with the TTP, while working to reform the militant organization. One key factor that contributed to the JAs realignment with the TTP was the desire to present a unified front against the Pakistani militarys large counter-terror offensive, Operation Zarb-e-Azb. However, despite the nominal reunification of the groups, JA continued to function with a large degree of autonomy, directing its own attacks and issuing independent statements and publications.",Tehrik-i-Taliban Pakistan,Jamaat-ul-Ahrar
2005,aff,21,679,2014-00-00,"JA has allegedly received funding and material support from Al Qaeda, due to Omar Khalid Khorasanis strong links to the organization. JA has reportedly used this support to launch deadly attacks on Pakistani soil.",Al Qaeda,Jamaat-ul-Ahrar
2007,all,651,493,2017-05-00,Faylaq al-Rahman attempted to aid Hay'at Tahrir al-Sham forces under attack from Jaysh al-Islam.,Faylaq al-Rahman,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
